Minute,Inventory Level,Weekday
0,99.4919293356329,0
1,98.92529223460434,0
2,98.46746827495727,0
3,97.91723428560937,0
4,97.34411657465392,0
5,96.81293494308194,0
6,96.27684066560694,0
7,95.79145677717509,0
8,95.25895779838568,0
9,94.77951829237207,0
10,94.26646023926071,0
11,93.77689764015673,0
12,93.2503179902687,0
13,92.71908028241828,0
14,92.15216002724556,0
15,91.69734445361541,0
16,91.23252615975359,0
17,90.74632191576792,0
18,90.26605625260765,0
19,89.79626632196216,0
20,89.29818086513373,0
21,88.78695631704421,0
22,88.22715946687808,0
23,87.69351509096091,0
24,87.18828471243876,0
25,86.70381610062917,0
26,86.21153849970688,0
27,85.78793315793962,0
28,85.18455123209152,0
29,84.78057477089892,0
30,84.2495625097582,0
31,83.6858807369465,0
32,83.1204798207376,0
33,82.55606025460207,0
34,82.11317787918823,0
35,81.72480072269396,0
36,81.23825569699596,0
37,80.70003524507297,0
38,80.23230139752845,0
39,79.82451472896155,0
40,79.31939277427487,0
41,78.82092297405491,0
42,78.29135423410843,0
43,77.77312623729965,0
44,77.39192967437822,0
45,76.9289068798949,0
46,76.43095642473246,0
47,76.03764463875825,0
48,75.52107612330543,0
49,74.96341435911364,0
50,74.41315445586241,0
51,73.92933512406914,0
52,73.48601591867431,0
53,72.95988997457292,0
54,72.4842740346057,0
55,71.90969199121537,0
56,71.36742738033281,0
57,71.36742738033281,0
58,71.36742738033281,0
59,71.36742738033281,0
60,71.36742738033281,0
61,71.36742738033281,0
62,71.36742738033281,0
63,71.36742738033281,0
64,71.36742738033281,0
65,71.36742738033281,0
66,71.36742738033281,0
67,71.36742738033281,0
68,71.36742738033281,0
69,71.36742738033281,0
70,71.36742738033281,0
71,71.36742738033281,0
72,71.36742738033281,0
73,71.36742738033281,0
74,71.36742738033281,0
75,71.36742738033281,0
76,71.36742738033281,0
77,71.36742738033281,0
78,71.36742738033281,0
79,71.36742738033281,0
80,71.36742738033281,0
81,71.36742738033281,0
82,71.36742738033281,0
83,71.36742738033281,0
84,71.36742738033281,0
85,71.36742738033281,0
86,71.36742738033281,0
87,71.36742738033281,0
88,71.36742738033281,0
89,71.36742738033281,0
90,71.36742738033281,0
91,71.36742738033281,0
92,71.36742738033281,0
93,71.36742738033281,0
94,71.36742738033281,0
95,71.36742738033281,0
96,71.36742738033281,0
97,71.36742738033281,0
98,71.36742738033281,0
99,71.36742738033281,0
100,71.36742738033281,0
