Minute,Inventory Level,Weekday
0,99.4080953853699,0
1,98.90768967268392,0
2,98.26820840461359,0
3,97.63439435244726,0
4,97.04051622001327,0
5,96.45065273409863,0
6,95.86154815852584,0
7,95.15331106121147,0
8,94.57802566328897,0
9,93.94553342244417,0
10,93.2563539724,0
11,92.71721147737033,0
12,92.12741415160825,0
13,91.558784036475,0
14,90.95082024613815,0
15,90.39036958314655,0
16,89.74290678734933,0
17,89.12235267819186,0
18,88.58640961512663,0
19,87.93213943080316,0
20,87.39680482985777,0
21,86.68147341976513,0
22,86.68147341976513,0
23,86.68147341976513,0
24,86.68147341976513,0
25,86.68147341976513,0
26,86.68147341976513,0
27,86.68147341976513,0
28,86.68147341976513,0
29,86.68147341976513,0
30,86.68147341976513,0
31,86.68147341976513,0
32,86.68147341976513,0
33,86.68147341976513,0
34,86.68147341976513,0
35,86.68147341976513,0
36,86.68147341976513,0
37,86.68147341976513,0
38,86.68147341976513,0
39,86.68147341976513,0
40,86.68147341976513,0
41,86.68147341976513,0
42,86.68147341976513,0
43,86.68147341976513,0
44,86.68147341976513,0
45,86.68147341976513,0
46,86.68147341976513,0
47,86.68147341976513,0
48,86.68147341976513,0
49,86.68147341976513,0
50,86.68147341976513,0
51,86.68147341976513,0
52,86.68147341976513,0
53,86.68147341976513,0
54,86.68147341976513,0
55,86.68147341976513,0
56,86.68147341976513,0
57,86.68147341976513,0
58,86.68147341976513,0
59,86.68147341976513,0
60,86.68147341976513,0
61,86.68147341976513,0
62,86.68147341976513,0
63,86.68147341976513,0
64,86.68147341976513,0
65,86.68147341976513,0
66,86.68147341976513,0
67,86.68147341976513,0
68,86.68147341976513,0
69,86.68147341976513,0
70,86.68147341976513,0
71,86.68147341976513,0
72,86.68147341976513,0
73,86.68147341976513,0
74,86.68147341976513,0
75,86.68147341976513,0
76,86.68147341976513,0
77,86.68147341976513,0
78,86.68147341976513,0
79,86.68147341976513,0
80,86.68147341976513,0
81,86.68147341976513,0
82,86.68147341976513,0
83,86.68147341976513,0
84,86.68147341976513,0
85,86.68147341976513,0
86,86.68147341976513,0
87,86.68147341976513,0
88,86.68147341976513,0
89,86.68147341976513,0
90,86.68147341976513,0
91,86.68147341976513,0
92,86.68147341976513,0
93,86.68147341976513,0
94,86.68147341976513,0
95,86.68147341976513,0
96,86.68147341976513,0
97,86.68147341976513,0
98,86.68147341976513,0
99,86.68147341976513,0
100,86.68147341976513,0
101,86.68147341976513,0
102,86.68147341976513,0
103,86.68147341976513,0
104,86.68147341976513,0
105,86.68147341976513,0
106,86.68147341976513,0
107,86.68147341976513,0
108,86.68147341976513,0
109,86.68147341976513,0
110,86.68147341976513,0
111,86.68147341976513,0
112,86.68147341976513,0
113,86.68147341976513,0
114,86.68147341976513,0
115,86.68147341976513,0
116,86.68147341976513,0
117,86.68147341976513,0
118,86.68147341976513,0
119,86.68147341976513,0
120,86.68147341976513,0
121,86.68147341976513,0
122,86.68147341976513,0
123,86.68147341976513,0
124,86.68147341976513,0
125,86.68147341976513,0
126,86.68147341976513,0
127,86.68147341976513,0
128,86.68147341976513,0
129,86.68147341976513,0
130,86.68147341976513,0
131,86.68147341976513,0
132,86.68147341976513,0
133,86.68147341976513,0
134,86.68147341976513,0
135,86.68147341976513,0
136,86.68147341976513,0
137,86.68147341976513,0
138,86.68147341976513,0
139,86.68147341976513,0
140,86.68147341976513,0
141,86.68147341976513,0
142,86.68147341976513,0
143,86.68147341976513,0
144,86.68147341976513,0
145,86.68147341976513,0
146,86.68147341976513,0
147,86.68147341976513,0
148,86.68147341976513,0
149,86.68147341976513,0
150,86.68147341976513,0
151,86.68147341976513,0
152,86.68147341976513,0
153,86.68147341976513,0
154,86.68147341976513,0
155,86.68147341976513,0
156,86.68147341976513,0
157,86.68147341976513,0
158,86.68147341976513,0
159,86.68147341976513,0
160,86.68147341976513,0
161,86.68147341976513,0
162,86.68147341976513,0
163,86.68147341976513,0
164,86.68147341976513,0
165,86.68147341976513,0
166,86.68147341976513,0
167,86.68147341976513,0
168,86.68147341976513,0
169,86.68147341976513,0
170,86.68147341976513,0
171,86.68147341976513,0
172,86.68147341976513,0
173,86.68147341976513,0
174,86.68147341976513,0
175,86.68147341976513,0
176,86.68147341976513,0
177,86.68147341976513,0
178,86.68147341976513,0
179,86.68147341976513,0
180,86.06041307944423,0
181,85.40016784239778,0
182,84.82835006006565,0
183,84.18168432689455,0
184,83.52420028992694,0
185,82.9898832574484,0
186,82.38178561383725,0
187,81.76224671823607,0
188,81.16587079161525,0
189,80.60231607011082,0
190,80.00740546384719,0
191,79.36587061964956,0
192,78.73131093633143,0
193,78.18982619382801,0
194,78.18982619382801,0
195,78.18982619382801,0
196,78.18982619382801,0
197,78.18982619382801,0
198,78.18982619382801,0
199,78.18982619382801,0
200,78.18982619382801,0
201,78.18982619382801,0
202,78.18982619382801,0
203,78.18982619382801,0
204,78.18982619382801,0
205,78.18982619382801,0
206,78.18982619382801,0
207,78.18982619382801,0
208,78.18982619382801,0
209,78.18982619382801,0
210,78.18982619382801,0
211,78.18982619382801,0
212,78.18982619382801,0
213,78.18982619382801,0
214,78.18982619382801,0
215,78.18982619382801,0
216,78.18982619382801,0
217,78.18982619382801,0
218,78.18982619382801,0
219,78.18982619382801,0
