Minute,Inventory Level,Weekday
0,99.65739389021438,0
1,99.35583390761549,0
2,99.12065407768367,0
3,98.8618329526678,0
4,98.54933711401863,0
5,98.22596550417815,0
6,98.00386695120571,0
7,97.74781743680218,0
8,97.48467124480155,0
9,97.16416200348488,0
10,96.9171388079022,0
11,96.56371170620011,0
12,96.263661417961,0
13,95.94929806691356,0
14,95.64534841770039,0
15,95.30149194149665,0
16,95.00899961335676,0
17,94.76654446182492,0
18,94.76654446182492,0
19,94.76654446182492,0
20,94.76654446182492,0
21,94.76654446182492,0
22,94.76654446182492,0
23,94.76654446182492,0
24,94.76654446182492,0
25,94.76654446182492,0
26,94.76654446182492,0
27,94.76654446182492,0
28,94.76654446182492,0
29,94.76654446182492,0
30,94.76654446182492,0
31,94.76654446182492,0
32,94.76654446182492,0
33,94.76654446182492,0
34,94.76654446182492,0
35,94.76654446182492,0
36,94.76654446182492,0
37,94.76654446182492,0
38,94.76654446182492,0
39,94.76654446182492,0
40,94.76654446182492,0
41,94.76654446182492,0
42,94.76654446182492,0
43,94.76654446182492,0
44,94.76654446182492,0
45,94.76654446182492,0
46,94.76654446182492,0
47,94.76654446182492,0
48,94.76654446182492,0
49,94.76654446182492,0
50,94.76654446182492,0
51,94.76654446182492,0
52,94.76654446182492,0
53,94.76654446182492,0
54,94.76654446182492,0
55,94.76654446182492,0
56,94.76654446182492,0
57,94.76654446182492,0
58,94.76654446182492,0
59,94.76654446182492,0
60,94.76654446182492,0
61,94.76654446182492,0
62,94.76654446182492,0
63,94.76654446182492,0
64,94.76654446182492,0
65,94.76654446182492,0
66,94.76654446182492,0
67,94.76654446182492,0
68,94.76654446182492,0
69,94.76654446182492,0
70,94.76654446182492,0
71,94.76654446182492,0
72,94.76654446182492,0
73,94.76654446182492,0
74,94.76654446182492,0
75,94.76654446182492,0
76,94.76654446182492,0
77,94.76654446182492,0
78,94.76654446182492,0
79,94.76654446182492,0
80,94.76654446182492,0
81,94.76654446182492,0
82,94.76654446182492,0
83,94.76654446182492,0
84,94.76654446182492,0
85,94.76654446182492,0
86,94.76654446182492,0
87,94.76654446182492,0
88,94.76654446182492,0
89,94.76654446182492,0
90,94.76654446182492,0
91,94.76654446182492,0
92,94.76654446182492,0
93,94.76654446182492,0
94,94.76654446182492,0
95,94.76654446182492,0
96,94.76654446182492,0
97,94.76654446182492,0
98,94.76654446182492,0
99,94.76654446182492,0
100,94.76654446182492,0
101,94.76654446182492,0
102,94.76654446182492,0
103,94.76654446182492,0
104,94.76654446182492,0
105,94.76654446182492,0
106,94.76654446182492,0
107,94.76654446182492,0
108,94.76654446182492,0
109,94.76654446182492,0
110,94.76654446182492,0
111,94.76654446182492,0
112,94.76654446182492,0
113,94.76654446182492,0
114,94.76654446182492,0
115,94.76654446182492,0
116,94.76654446182492,0
117,94.76654446182492,0
118,94.76654446182492,0
119,94.76654446182492,0
120,94.76654446182492,0
121,94.76654446182492,0
122,94.76654446182492,0
123,94.76654446182492,0
124,94.76654446182492,0
125,94.76654446182492,0
126,94.76654446182492,0
127,94.76654446182492,0
128,94.76654446182492,0
129,94.76654446182492,0
130,94.76654446182492,0
131,94.76654446182492,0
132,94.76654446182492,0
133,94.76654446182492,0
134,94.76654446182492,0
135,94.76654446182492,0
136,94.76654446182492,0
137,94.76654446182492,0
138,94.76654446182492,0
139,94.76654446182492,0
140,94.76654446182492,0
141,94.76654446182492,0
142,94.76654446182492,0
143,94.76654446182492,0
144,94.76654446182492,0
145,94.76654446182492,0
146,94.76654446182492,0
147,94.76654446182492,0
148,94.76654446182492,0
149,94.76654446182492,0
150,94.76654446182492,0
151,94.76654446182492,0
152,94.76654446182492,0
153,94.76654446182492,0
154,94.76654446182492,0
155,94.76654446182492,0
156,94.76654446182492,0
157,94.76654446182492,0
158,94.76654446182492,0
159,94.76654446182492,0
160,94.76654446182492,0
161,94.76654446182492,0
162,94.76654446182492,0
163,94.76654446182492,0
164,94.76654446182492,0
165,94.76654446182492,0
166,94.76654446182492,0
167,94.76654446182492,0
168,94.76654446182492,0
169,94.76654446182492,0
170,94.76654446182492,0
171,94.76654446182492,0
172,94.76654446182492,0
173,94.76654446182492,0
174,94.76654446182492,0
175,94.76654446182492,0
176,94.76654446182492,0
177,94.76654446182492,0
178,94.76654446182492,0
179,94.76654446182492,0
180,94.41868034186575,0
181,94.08722118170068,0
182,93.80668664725454,0
183,93.49763632773063,0
184,93.22613866335399,0
185,92.88428850470595,0
186,92.64138655276486,0
187,92.37328179515978,0
188,92.05894131274498,0
189,91.76141721149098,0
190,91.37711718478562,0
191,91.12262315013557,0
192,90.90431905573674,0
193,90.60600179130401,0
194,90.2426973364427,0
195,90.2426973364427,0
196,90.2426973364427,0
197,90.2426973364427,0
198,90.2426973364427,0
199,90.2426973364427,0
200,90.2426973364427,0
201,90.2426973364427,0
202,90.2426973364427,0
203,90.2426973364427,0
204,90.2426973364427,0
205,90.2426973364427,0
206,90.2426973364427,0
207,90.2426973364427,0
208,90.2426973364427,0
209,90.2426973364427,0
210,90.2426973364427,0
211,90.2426973364427,0
212,90.2426973364427,0
213,90.2426973364427,0
214,90.2426973364427,0
215,90.2426973364427,0
216,90.2426973364427,0
217,90.2426973364427,0
218,90.2426973364427,0
219,90.2426973364427,0
220,90.2426973364427,0
221,90.2426973364427,0
222,90.2426973364427,0
223,90.2426973364427,0
224,90.2426973364427,0
225,90.2426973364427,0
226,90.2426973364427,0
227,90.2426973364427,0
228,90.2426973364427,0
229,90.2426973364427,0
230,90.2426973364427,0
231,90.2426973364427,0
232,90.2426973364427,0
233,90.2426973364427,0
234,90.2426973364427,0
235,90.2426973364427,0
236,90.2426973364427,0
237,90.2426973364427,0
238,90.2426973364427,0
239,90.2426973364427,0
240,90.2426973364427,0
241,90.2426973364427,0
242,90.2426973364427,0
243,90.2426973364427,0
244,90.2426973364427,0
245,90.2426973364427,0
246,90.2426973364427,0
247,90.2426973364427,0
248,90.2426973364427,0
249,90.2426973364427,0
250,90.2426973364427,0
251,90.2426973364427,0
252,90.2426973364427,0
253,90.2426973364427,0
254,90.2426973364427,0
255,90.2426973364427,0
256,90.2426973364427,0
257,90.2426973364427,0
258,90.2426973364427,0
259,90.2426973364427,0
260,90.2426973364427,0
261,90.2426973364427,0
262,90.2426973364427,0
263,90.2426973364427,0
264,90.2426973364427,0
265,90.2426973364427,0
266,90.2426973364427,0
267,90.2426973364427,0
268,90.2426973364427,0
269,90.2426973364427,0
270,90.2426973364427,0
271,90.2426973364427,0
272,90.2426973364427,0
273,90.2426973364427,0
274,90.2426973364427,0
275,90.2426973364427,0
276,90.2426973364427,0
277,90.2426973364427,0
278,90.2426973364427,0
279,90.2426973364427,0
280,90.2426973364427,0
281,90.2426973364427,0
282,90.2426973364427,0
283,90.2426973364427,0
284,90.2426973364427,0
285,90.2426973364427,0
286,90.2426973364427,0
287,90.2426973364427,0
288,90.2426973364427,0
289,90.2426973364427,0
290,90.2426973364427,0
291,90.2426973364427,0
292,90.2426973364427,0
293,90.2426973364427,0
294,90.2426973364427,0
295,90.2426973364427,0
296,90.2426973364427,0
297,90.2426973364427,0
298,90.2426973364427,0
299,90.2426973364427,0
300,90.2426973364427,0
301,90.2426973364427,0
302,90.2426973364427,0
303,90.2426973364427,0
304,90.2426973364427,0
305,90.2426973364427,0
306,90.2426973364427,0
307,90.2426973364427,0
308,90.2426973364427,0
309,90.2426973364427,0
310,90.2426973364427,0
311,90.2426973364427,0
312,90.2426973364427,0
313,90.2426973364427,0
314,90.2426973364427,0
315,90.2426973364427,0
316,90.2426973364427,0
317,90.2426973364427,0
318,90.2426973364427,0
319,90.2426973364427,0
320,90.2426973364427,0
321,90.2426973364427,0
322,90.2426973364427,0
323,90.2426973364427,0
324,90.2426973364427,0
325,90.2426973364427,0
326,90.2426973364427,0
327,90.2426973364427,0
328,90.2426973364427,0
329,90.2426973364427,0
330,90.2426973364427,0
331,90.2426973364427,0
332,90.2426973364427,0
333,90.2426973364427,0
334,90.2426973364427,0
335,90.2426973364427,0
336,90.2426973364427,0
337,90.2426973364427,0
338,90.2426973364427,0
339,90.2426973364427,0
340,90.2426973364427,0
341,90.2426973364427,0
342,90.2426973364427,0
343,90.2426973364427,0
344,90.2426973364427,0
345,90.2426973364427,0
346,90.2426973364427,0
347,90.2426973364427,0
348,90.2426973364427,0
349,90.2426973364427,0
350,90.2426973364427,0
351,90.2426973364427,0
352,90.2426973364427,0
353,90.2426973364427,0
354,90.2426973364427,0
355,90.2426973364427,0
356,90.2426973364427,0
357,90.2426973364427,0
358,90.2426973364427,0
359,90.2426973364427,0
360,89.93692156180659,0
361,89.68052961392648,0
362,89.32030092420483,0
363,89.06550393799718,0
364,88.79558366666001,0
365,88.49876202267778,0
366,88.15785125872856,0
367,87.77631990147395,0
368,87.49337739527243,0
369,87.22947368925301,0
370,86.94150346706635,0
371,86.62491132913608,0
372,86.31907012240865,0
373,86.0795790968546,0
374,85.87752954979209,0
375,85.49514273207798,0
376,85.23000745413029,0
377,84.94905251295111,0
378,84.67494386875104,0
379,84.37281362282953,0
380,83.91722324626207,0
381,83.52527136943128,0
382,83.20360128188106,0
383,82.90291396741668,0
384,82.55730767934286,0
385,82.22185939505015,0
386,81.91613170802025,0
387,81.68253183530088,0
388,81.36988170633472,0
389,81.11858828072026,0
390,80.8373615162118,0
391,80.64433623520426,0
392,80.44532357919778,0
393,80.10558487394297,0
394,79.84768633119612,0
395,79.50719765889957,0
396,79.27141296107119,0
397,79.0067466187472,0
398,78.71203393320168,0
399,78.3569832872523,0
400,77.97210401455676,0
401,77.63599642582598,0
402,77.44354286125807,0
403,77.1303208304754,0
404,76.79440795847013,0
